market_id,symbol,archetype,relevance,split,entry_date,entry_prob,entry_price,exit_date,exit_price,exit_reason,rf_target,peak_pct,trough_pct,return_pct
637876,HAS,earnings_beat+direct_company,1.0,train,2025-10-17,0.805,74.81,2025-10-23,77.94,rf_target,0.0313,1.38,-7.1,4.18
637863,LUV,earnings_beat+direct_company,1.0,train,2025-10-17,0.705,33.52,2025-10-20,34.43,rf_target,0.0152,0.0,-0.98,2.71
637869,COUR,earnings_beat+direct_company,1.0,train,2025-10-17,0.83,10.03,2025-10-20,10.62,rf_target,0.0145,0.0,-1.2,5.88
637847,RJF,earnings_beat+direct_company,1.0,train,2025-10-17,0.765,161.49,2025-10-20,164.98,rf_target,0.0204,0.0,-1.96,2.16
637864,AB,earnings_beat+direct_company,1.0,train,2025-10-17,0.76,39.21,2025-10-21,40.07,rf_target,0.014,1.15,-0.51,2.19
637874,FCN,earnings_beat+direct_company,1.0,train,2025-10-17,0.805,152.25,2025-10-22,155.79,rf_target,0.0159,1.21,-0.79,2.33
637879,PCG,earnings_beat+direct_company,1.0,train,2025-10-17,0.705,16.42,2025-10-21,16.75,profit_lock_2%,-0.0024,2.38,-0.3,2.0
637880,STBA,earnings_beat+direct_company,1.0,train,2025-10-17,0.805,34.99,2025-10-20,35.69,rf_target,0.0095,0.0,-0.77,2.0
637883,SSNC,earnings_beat+direct_company,1.0,train,2025-10-17,0.855,79.68,2025-10-22,82.07,profit_lock_3%,-0.0005,3.94,-0.77,3.0
637885,TSCO,earnings_beat+direct_company,1.0,train,2025-10-17,0.785,55.2,2025-10-23,56.35,rf_target,0.0042,0.72,-3.71,2.08
637886,UNP,earnings_beat+direct_company,1.0,train,2025-10-17,0.775,226.04,2025-10-23,220.04,resolution-1d,-0.0005,1.4,-3.07,-2.65
637865,BX,earnings_beat+direct_company,1.0,train,2025-10-17,0.695,156.31,2025-10-20,160.44,rf_target,0.0152,0.0,-0.67,2.64
642125,PIPR,earnings_beat+direct_company,1.0,train,2025-10-21,0.765,83.26,2025-10-23,84.87,rf_target,0.0125,0.84,-1.18,1.93
642131,AMZN,earnings_beat+direct_company,1.0,train,2025-10-21,0.795,222.03,2025-10-28,226.47,profit_lock_2%,-0.0092,2.87,-2.48,2.0
642130,GOOGL,earnings_beat+direct_company,1.0,train,2025-10-28,0.775,267.47,2025-10-29,274.57,rf_target,0.0166,0.0,-0.36,2.65
642139,BKNG,earnings_beat+direct_company,1.0,train,2025-10-21,0.695,211.44,2025-10-28,204.82,resolution-1d,-0.0107,0.79,-3.9,-3.13
642128,RCL,earnings_beat+direct_company,1.0,train,2025-10-25,0.835,320.26,2025-10-28,292.95,resolution-1d,0.0014,0.0,-10.38,-8.53
