objective,universe,split,policy_id,policy,selected,baseline,objective_score,n_trades,n_days,active_days,sharpe,maxdd,calmar,ann_return,net_pct,hit,turnover,rule
sharpe,all,train,D_stall_5d,"strong>=0.6/conf2d, none, no-poly, stall5d",False,,0.11423108265965347,116,320,129,0.11423108265965347,0.08305529114596677,0.0752632014367969,0.006251007107910711,0.007944471294646593,0.5086206896551724,9.135,D_stall_5d
sharpe,all,val,D_stall_5d,"strong>=0.6/conf2d, none, no-poly, stall5d",False,,-0.04731939646168857,79,75,62,-0.04731939646168857,0.08049805055422832,-0.22980735116945164,-0.01849904377217182,-0.005541816633057084,0.4936708860759494,26.544,D_stall_5d
sharpe,all,test,D_stall_5d,"strong>=0.6/conf2d, none, no-poly, stall5d",False,,4.356179018964721,56,35,34,4.356179018964721,0.029747778311246864,33.54933139107466,0.9980180727122443,0.10090518808123927,0.5178571428571429,40.31999999999999,D_stall_5d
sharpe,all,train,E_prob_ceiling_0.8,"strong>=0.6/conf2d, none, no-poly, prob>=0.8",False,,0.3003362050052043,155,320,110,0.3003362050052043,0.11822789963829028,0.17491208091210708,0.020679487947601105,0.026332568562847714,0.567741935483871,12.20625,E_prob_ceiling_0.8
sharpe,all,val,E_prob_ceiling_0.8,"strong>=0.6/conf2d, none, no-poly, prob>=0.8",False,,-0.7044286056159206,107,75,74,-0.7044286056159206,0.10707648047738505,-1.149390939768038,-0.12307273652295558,-0.038332646964385986,0.5046728971962616,35.952,E_prob_ceiling_0.8
sharpe,all,test,E_prob_ceiling_0.8,"strong>=0.6/conf2d, none, no-poly, prob>=0.8",False,,3.7609420403195233,90,35,33,3.7609420403195233,0.01824871872066014,32.047234362157525,0.5848209656500869,0.066043751339524,0.5777777777777777,64.8,E_prob_ceiling_0.8
sharpe,all,train,E_prob_ceiling_0.85,"strong>=0.6/conf2d, none, no-poly, prob>=0.85",False,,0.4595772913749601,136,320,132,0.4595772913749601,0.10065037775487895,0.3688176937976604,0.037121640203417794,0.047372583700469484,0.5588235294117647,10.71,E_prob_ceiling_0.85
sharpe,all,val,E_prob_ceiling_0.85,"strong>=0.6/conf2d, none, no-poly, prob>=0.85",False,,-0.5573177750403026,88,75,74,-0.5573177750403026,0.13013859537739259,-0.8322739277878748,-0.1083109599315395,-0.03354292863167618,0.4659090909090909,29.568,E_prob_ceiling_0.85
sharpe,all,test,E_prob_ceiling_0.85,"strong>=0.6/conf2d, none, no-poly, prob>=0.85",False,,4.663334368626961,83,35,33,4.663334368626961,0.01649001031160746,42.14438229297877,0.6949612985875468,0.07603834564018586,0.5903614457831325,59.760000000000005,E_prob_ceiling_0.85
sharpe,all,train,E_prob_ceiling_0.9,"strong>=0.6/conf2d, none, no-poly, prob>=0.9",False,,0.4916212882802429,118,320,142,0.4916212882802429,0.08070147139600603,0.528644010410351,0.042662349484800854,0.054483062186659215,0.559322033898305,9.2925,E_prob_ceiling_0.9
sharpe,all,val,E_prob_ceiling_0.9,"strong>=0.6/conf2d, none, no-poly, prob>=0.9",False,,-0.026084526176978665,78,75,74,-0.026084526176978665,0.1144728903211788,-0.19277900838592818,-0.022067970283187965,-0.006619396605448968,0.47435897435897434,26.208,E_prob_ceiling_0.9
sharpe,all,test,E_prob_ceiling_0.9,"strong>=0.6/conf2d, none, no-poly, prob>=0.9",False,,3.7688669189774617,70,35,33,3.7688669189774617,0.02448584722465552,26.32527514359653,0.6445966653131261,0.07153966218562835,0.5571428571428572,50.4,E_prob_ceiling_0.9
